Np,Nc,Ts_us,Q,S,R,Ei_Arms,Ev_Vrms,Edc_V,THD,Switches_per_cycle,Loss_sw_pu
8,4,20,4,2,1,0.1,1.23273351335421,1.4441319235526,2.48567604516995,15,0.0658644262166707
5,5,24,7,5,6,0.1,0.63527857502186,0.717517126546302,2.96011775123567,9,0.0420365844582582
14,5,35,1,2,9,0.1,5.04074650008481,1.62708484341889,5.93463043968621,48,0.188777902819881
11,5,23,8,10,8,0.1,0.731334661284576,0.24647520322241,1.55125665017417,11,0.0335565650548266
6,1,23,7,3,3,0.1,0.612656479084704,1.02588999571604,1.87388085713138,11,0.0482586431913121
4,3,145,5,1,6,0.1,1.29635612193025,3.04334300651116,4.53457207289754,12,0.0375020676552493
4,5,91,2,10,4,0.232436524301704,2.71972156599585,0.44523916455879,5.49938901463579,15,0.0537632259070384
6,5,97,10,7,7,0.1,0.752136555534362,0.415680828880365,2.88990506017781,8,0.0211456961065368
14,3,20,7,4,6,0.1,0.711806040941593,0.918624315536029,1.55881226268318,11,0.0633021303957797
11,5,51,2,10,7,0.1,2.68148650995676,0.351753510822858,3.83619562314636,24,0.0888982801714728
3,1,25,3,9,6,0.182400237371442,1.795647171479,0.253210942739412,4.51820248145315,11,0.0570961815303393
10,1,164,3,9,4,0.123983833813824,2.06457546554248,0.349243261143563,3.9175705649773,16,0.0435076100712789
3,1,60,8,6,1,0.1,0.866525791551081,0.515627537534167,3.8116152042337,10,0.044481022747876
5,3,195,9,3,5,0.1,1.10847676158604,0.859002496578691,3.75609903500506,8,0.0313991175850359
10,3,77,10,6,4,0.1,0.781062430143441,0.549912992716397,1.99059500279669,7,0.0253310566814513
11,2,156,1,3,9,0.1,5.35868992248141,1.01121072588382,7.58658160898721,37,0.13081067972866
12,4,184,10,1,3,0.1,0.990217693430612,3.23707322406974,3.02958384273933,13,0.0595207982360329
8,3,129,6,10,10,0.1,1.13853268199462,0.216089317153836,3.01860667447148,6,0.0240424800135077
3,5,169,1,2,4,0.409862665120579,5.43684351497452,1.46392472128232,9.58319855712485,18,0.0801912144590783
13,5,103,6,8,3,0.1,1.06347897055767,0.101481965875276,2.51742076388745,15,0.074545757259713
7,5,124,2,8,7,0.1,2.73866877757229,0.423980648471551,5.16314340515454,16,0.070758164847486
10,5,124,7,3,6,0.1,1.00026051151496,1.10889392992919,2.95325754674538,12,0.0440081221527888
11,3,89,5,5,4,0.1,1.16505793281965,0.732768323182593,2.75143002868816,13,0.0515078155933618
7,4,179,10,7,3,0.1,0.97232764896841,0.441608215391531,3.55014970719542,11,0.04664541354555
9,4,122,5,4,1,0.1,1.15374117452342,0.804784124208126,2.96184733300028,18,0.077058231347983
11,3,49,5,4,3,0.1,1.0655679044399,0.884109638179734,2.46000537808469,14,0.0448363681603404
5,3,151,3,3,9,0.1,2.00891044887692,0.934744757832465,4.38512848786668,11,0.0435267999363033
4,4,118,7,2,8,0.1,0.960006305391025,1.61148054970384,3.66287320074579,7,0.0332258496122016
13,3,176,10,9,9,0.1,0.911652904269875,0.416942505505008,2.93628319439855,12,0.0322848605444327
13,4,67,3,7,4,0.1,1.78185502489178,0.460654340923179,3.23611088432154,19,0.0667155581904416
14,3,196,7,10,6,0.1,0.999248917006482,0.229029789257115,2.94308662470298,11,0.0567219232443648
3,2,176,7,7,2,0.1,1.08488805310447,0.576970882581881,5.0050585439134,9,0.027405055968924
12,3,30,6,3,8,0.1,0.797787642201928,1.01355604288026,1.92759375630379,11,0.0546140975892445
9,3,193,9,1,8,0.1,1.00539503696608,2.91370403509596,3.1971552963087,7,0.0261435710395683
4,4,165,7,8,4,0.1,1.01277648733453,0.493606398160173,4.38127351709116,7,0.0134588887984067
3,1,103,2,1,8,0.235830724696424,2.81821423409501,2.96930515414123,6.16296038187425,10,0.0396228249697976
13,3,183,1,8,2,0.13783770438772,5.1964105172002,0.381046058553861,7.21586211835566,52,0.217208916514239
14,1,48,2,7,10,0.168807280380534,2.68114288797354,0.480755286286551,4.19168723132566,25,0.0910364444547776
5,1,167,2,3,9,0.127995071336944,3.16679840503619,1.01037955495745,5.61538424746222,14,0.0490318267655609
8,3,189,1,8,9,0.146219361085348,5.38331067702557,0.289414535290366,8.24362365656522,30,0.124310218321186
8,4,72,1,6,4,0.191423386743249,5.27527100417589,0.486487563274692,6.43800090026242,32,0.149098361525296
15,5,186,3,1,3,0.1,1.88658744081243,3.01652793755679,3.96242601594024,25,0.0909663074542518
12,2,123,4,1,3,0.1,1.49484312636478,3.00362673831189,2.92700606508619,18,0.0737005480298825
15,5,127,1,1,1,0.1,5.22347992268311,3.16394456583133,6.4238862115463,57,0.233323589847174
13,4,141,5,1,4,0.1,1.35968998398584,2.99099938814313,2.99562686799884,14,0.0482390851368155
12,2,198,3,4,6,0.1,2.04545702187464,0.685184677493346,4.28270437419898,19,0.0842780734033896
13,1,24,6,9,1,0.1,0.957367432350378,0.316341722035651,1.83044115045618,17,0.0603643226466965
14,5,137,7,6,3,0.1,1.04408486237734,0.467649427666609,2.70350025970848,13,0.0574217996685362
6,4,97,9,4,3,0.1,0.631544043480962,0.778777636612094,2.94874726348204,9,0.0267903420059998
5,1,88,1,2,7,0.356794419341853,5.09743910848863,1.39877976902033,7.27832468200383,25,0.106632698608298
10,2,171,5,10,8,0.1,1.24276860727923,0.498357798060289,3.32208731595712,9,0.0338021189192206
8,1,152,2,7,8,0.1,2.84842482685129,0.572657195640738,5.08657535398153,19,0.0736793855772146
12,5,97,8,1,9,0.1,0.804036359560027,2.95988599456386,2.14615017546683,14,0.0509035693825906
9,3,43,3,1,6,0.1,1.68086744033155,2.80590219664408,3.18306466541223,13,0.0726331373763471
5,3,28,8,2,6,0.1,0.602703874949107,1.51486209776063,2.32084419231325,11,0.0538093632034887
5,5,23,9,6,5,0.1,0.689040147429824,0.806809766169568,2.26177936989574,11,0.0542862748444484
9,4,161,4,8,8,0.1,1.54948041845268,0.3999425850425,3.365687074297,14,0.0716290313807125
6,1,59,4,9,6,0.1,1.3083638055397,0.258773150361119,3.30191097589099,11,0.0427423951667696
8,5,97,4,7,3,0.1,1.39308487916714,0.477487261697474,3.46522703741504,14,0.0643896935928617
8,4,43,5,10,7,0.126075691066335,1.0885690561671,0.299481202670435,2.63687854887494,8,0.0352243396870382
15,3,55,9,3,8,0.1,0.875431055582487,1.04794453936398,1.76895148199585,8,0.0480367130671564
4,2,191,1,9,9,0.36479872612259,5.26710413979604,0.439065705778078,8.89585936382885,14,0.0732545826640228
14,3,175,5,7,4,0.1,1.19625669078314,0.682705112266817,3.23623053834966,14,0.0499235613891163
3,4,122,8,6,8,0.1,0.934349274087704,0.48349194109976,4.61893059916254,6,0.0196839317558361
5,3,63,5,10,4,0.127279026778348,1.16915729270834,0.270977527008621,3.390956745636,12,0.0412505916556972
13,3,84,4,7,3,0.1,1.38829860924091,0.449325837324122,2.70212583636847,20,0.0970028027126099
5,3,182,5,10,3,0.1,1.413172583396,0.268220903134017,4.20393033421538,11,0.0543750878791165
7,4,51,4,2,8,0.1,1.4283683290682,1.47487483760686,3.01891197593217,10,0.0375830688870985
7,2,30,7,8,7,0.1,0.666118276911364,0.221534623877791,2.16198612484266,13,0.031617682749452
9,3,110,2,4,3,0.139787731402097,2.83184478489013,0.727473196262092,4.50326053152095,19,0.0762991146359855
6,5,141,7,2,5,0.192613328917729,1.15155792728647,1.50624570168185,3.54687082286596,11,0.0423498699095847
8,3,173,8,6,10,0.1,1.03455033677978,0.332263149398985,3.29211806085876,7,0.0321757146569317
3,2,31,8,7,4,0.1,0.808886592273614,0.424657002518032,3.61743122289108,8,0.0330820901966463
7,2,98,4,5,10,0.1,1.54391138248524,0.627554291732122,3.66268471680965,10,0.0327328880211985
14,1,192,6,4,10,0.1,1.22339675089752,0.543659685205645,3.33088990559569,13,0.0593145933855972
14,3,148,8,5,6,0.1,0.868570839065352,0.494957701370465,2.73764449099084,12,0.0462218480736783
14,3,94,3,1,5,0.1,1.79754106400158,3.00100688846234,3.42923984509654,20,0.083054597694489
9,4,45,1,4,8,0.136489270786227,5.15782037408952,0.677367937495214,6.12434262748958,30,0.117703798229659
7,4,32,2,1,2,0.1383220122367,2.51821042161869,2.94382409157088,3.99009865835204,22,0.107360888864786
12,5,27,1,5,4,0.18037177776598,5.0495231929192,0.611853763970338,6.11231057862565,44,0.181901455624044
6,2,79,6,3,7,0.1,0.943874177004048,1.05630419571322,2.84608882765329,9,0.0372495128522555
9,1,178,10,9,3,0.1,0.804269331281858,0.345317574873015,3.55506931771055,10,0.0492253600850964
7,4,78,9,8,8,0.1,0.604766462315273,0.11612807140328,2.38864884337742,5,0.0293477791969049
11,3,158,6,1,2,0.1,1.08150299018462,2.80299571130634,3.20204800214963,15,0.0621586942701712
8,5,102,1,9,7,0.22314473235649,5.26844239523692,0.203888298863928,6.85441403567882,29,0.113710407704832
14,1,105,2,8,9,0.1,2.70651039302057,0.303721177932239,4.64523412952952,32,0.134291307851969
15,2,182,5,3,10,0.1,1.22921612819051,1.13854429792558,3.49342588928765,15,0.0617433756806886
6,4,167,1,2,9,0.272717167186334,5.34821786130914,1.41995746545163,7.77194610331645,25,0.0968116711755447
3,5,56,9,9,5,0.1,0.670919798282221,0.372171080292537,3.92004193536623,7,0.0387022515581186
10,1,61,6,3,2,0.1,1.11381766041811,1.04835814685053,2.43525760678089,13,0.0546540246465708
10,4,30,8,10,6,0.1,0.777983183491148,0.159307226713975,1.62691169034281,12,0.0512072095193846
14,4,168,9,4,2,0.1,0.872668228759241,0.545997226702548,2.91577269347887,12,0.0341430873747549
13,1,74,1,10,6,0.1,5.23406928254137,0.303309546678049,6.31981814083625,47,0.180853145005295
6,2,64,6,7,1,0.151805765120728,1.03529465764668,0.479673450716698,2.92857675082865,10,0.03930342193276
8,4,101,8,7,7,0.1,0.571926043982699,0.474121677407363,2.85562018952098,12,0.0365210760911204
5,2,78,9,7,8,0.1,0.598775781909747,0.205744372591536,2.81985975712312,4,0.0237694663803306
10,4,108,1,3,5,0.111830884900286,5.07285500924243,1.10923105190843,7.07493041259286,36,0.150609267740989
8,5,138,6,3,6,0.1,1.0499811817518,1.17773807822742,3.59335329802359,10,0.0456713695239427
14,1,179,2,9,7,0.1,2.8091464335104,0.399914412674774,4.94505137166195,30,0.123352514013993
15,3,55,5,4,10,0.1,1.3364180597929,0.758232132998542,1.97933207743413,12,0.0416638484832899
4,4,94,10,10,2,0.1,0.68224420593847,0.317404870279399,3.52897269885295,10,0.0380176036993032
6,5,24,9,2,7,0.1,0.750459522742989,1.41343461619012,1.84802983761154,10,0.0409752145981107
7,1,61,2,3,9,0.185622291172192,2.66679662238602,0.995134995329093,4.66477230528072,16,0.0611316360303131
6,5,90,5,3,9,0.1,1.13938309632488,1.06330194738569,3.13392587263455,8,0.0444959656329084
12,3,63,7,7,4,0.1,1.08570076346296,0.417297020070897,2.21355990201229,11,0.0495341110587682
8,2,42,3,1,4,0.1,1.77771808111601,3.11119050348401,2.60307128507125,18,0.0720392432293556
6,1,53,9,10,10,0.1,0.739705154631879,0.316296041132407,2.64663723973898,7,0.0324241795266046
13,1,117,4,7,10,0.1,1.42425921180682,0.592657946436233,3.08080082983747,14,0.0602813785371127
8,1,101,4,3,10,0.1,1.47969148723046,1.07607548561657,3.28739204970382,12,0.0646758522446398
14,1,67,1,10,3,0.130610743704948,4.96381736531144,0.121630928111783,6.24285151716308,46,0.180231848896863
9,2,120,6,4,7,0.1,1.10742205537915,0.757189764406486,2.83467863739191,12,0.0649511565060011
10,5,99,8,1,8,0.1,0.517926116636727,3.00552696302183,2.62348761314859,7,0.0300736725703348
13,4,188,1,3,10,0.183465376561565,5.40408245862916,1.1374337676898,7.77561428383418,48,0.214168641977773
3,1,22,10,1,9,0.1,0.541073477495404,2.96416094630519,3.2971829565459,6,0.0380559077338284
12,1,103,3,1,9,0.1,1.84019365958161,3.13476268504462,3.32914173773287,17,0.0879011471818057
15,3,192,9,6,4,0.1,0.93009918935553,0.542237523360718,3.32621247021267,15,0.0542843207268976
4,1,115,5,9,10,0.1,1.41648405043347,0.533571936253363,4.64731878842019,5,0.01
3,2,30,3,4,10,0.164429875369823,1.65178917804093,0.750874260513981,4.78850014292591,6,0.0314038575197468
14,5,181,4,5,2,0.1,1.7644869580907,0.537343577545348,3.91363877214398,22,0.1040791033414
5,5,134,3,4,2,0.1,1.68671280919043,0.684485749631759,4.40043959305456,16,0.0660680962002957
14,2,133,1,6,9,0.209472062950083,5.14523362502489,0.443998365689968,6.79895354464906,43,0.142819961304625
9,1,70,7,3,3,0.1,0.827043545637351,1.06136641684033,2.30066655746946,13,0.0482868943910522
6,1,189,9,10,2,0.1,1.06854537119848,0.240503153897999,3.56936112001351,12,0.035480138498776
8,1,191,5,10,7,0.1,1.49529016840571,0.232558680825114,3.9536430409339,13,0.0485734639017667
3,3,104,9,3,4,0.1,0.826507921740783,1.0722467592961,4.10415435004588,10,0.0305632114703664
3,1,189,9,3,10,0.103179328996744,0.899143248961701,0.985317341605597,5.19480770047934,3,0.01
6,1,142,6,4,8,0.1,0.965353459420553,0.738113095448047,3.35319623839673,7,0.0372182339437107
4,4,41,1,6,10,0.471620936990866,5.01091067328159,0.375748246871968,7.49873993826662,19,0.0912094763097429
11,5,182,5,6,6,0.1,1.40128617751564,0.502442124143531,3.76256470347002,14,0.0620274941866155
6,1,195,8,3,6,0.1,0.972285252240237,0.874368795657118,3.97350716723083,7,0.0330122881334106
10,4,39,1,7,5,0.1,5.03160139207228,0.48474571020329,6.09149130091292,41,0.174127125961936
15,4,93,8,3,4,0.1,0.849604384073881,1.19941168456831,1.79112168617446,15,0.0767105087472586
3,3,138,9,2,9,0.1,0.957923590574474,1.29636650834564,4.35654199112482,12,0.0521491560431907
8,1,137,1,4,4,0.211911968610598,5.32492796819339,0.796682753304635,7.68037299535618,33,0.135054676790336
8,5,47,9,4,6,0.1,0.582810788394993,0.611552542233555,2.03121078384203,11,0.0547402718803718
4,5,106,10,6,1,0.1,0.888664358354644,0.549015882988759,3.67648934237606,10,0.0412724445056372
11,3,61,5,3,9,0.157727327544369,0.880066655183737,1.06194883675469,2.24524664134692,13,0.0490158182452019
11,2,73,10,10,7,0.1,0.780336301339236,0.316817330954847,2.10538393081315,8,0.0467600658012986
6,4,148,8,4,8,0.1,0.94385384908833,0.604475478908541,3.19514843229289,7,0.0155992605776377
4,4,27,3,9,10,0.138637251195821,1.94335531209701,0.240264403715376,4.33145475965783,7,0.0358159214041397
13,5,102,10,3,10,0.1,0.862410721106705,0.852667034540145,2.25372182338825,9,0.0356478230783597
6,2,65,3,8,6,0.1,1.95127487214969,0.385839792424201,3.90435268757604,13,0.0498366020347691
15,1,188,10,4,3,0.1,0.775362782675999,0.923261573328319,2.81538355501295,12,0.0589854255253368
14,3,176,4,10,5,0.1,1.50567597531378,0.493070755345713,3.55741325852184,20,0.0837759545947839
12,1,186,10,6,10,0.1,0.89314517863776,0.46834724178688,3.08761215249037,7,0.0419094722181985
3,1,28,2,4,10,0.211906403299254,2.60231364032347,0.754323402503838,5.3922072399239,8,0.0236466933195292
3,4,138,5,8,2,0.182043685047224,1.33041157696345,0.456713649255906,4.9480311462762,10,0.0388764503980037
15,5,106,6,9,10,0.1,1.14331439188528,0.317037246907832,2.60362582770532,13,0.052814794380562
14,5,166,2,6,10,0.134241486276764,2.80115558653516,0.674184968959381,4.60654994904504,24,0.104347280433974
13,5,22,4,3,3,0.1,1.38563044099613,0.986485148623435,2.02316397259635,19,0.0767339064461314
10,4,91,8,3,7,0.1,0.569128943952685,1.112196237327,1.989076865851,11,0.0474885244835842
6,5,132,3,8,2,0.1,1.70457752946436,0.392510610041905,4.0340378142743,16,0.0687634807585773
9,4,167,9,7,5,0.1,0.949809660331099,0.447388652882449,2.91406565404349,11,0.0534986125759542
4,5,168,5,1,2,0.130244329271271,1.21070240562167,2.97976889374865,4.73800179631879,10,0.0411171902689987
11,2,104,5,8,7,0.1,1.28560517768965,0.367503751075348,2.78085493687477,14,0.0462968433541528
13,4,197,3,5,9,0.1,2.17676592158914,0.570974515311197,4.39172542548311,22,0.0723442526210059
13,5,22,3,2,8,0.1,1.85366284027842,1.64274777807696,2.31163918994641,18,0.09066075776966
10,3,112,6,5,2,0.1,0.902238344156542,0.371840061409002,2.7927892465672,16,0.0582659193662125
3,3,128,5,9,10,0.160354769885952,1.29455830034419,0.327822533476465,5.02400614565609,5,0.0432652723370501
5,5,166,9,3,3,0.1,0.979362223418005,0.987297204768327,4.06190951264586,10,0.0424901488068755
15,4,28,5,4,6,0.1,0.933789656881834,0.815759585982644,1.89338855481991,19,0.0673016378367921
13,5,137,3,3,5,0.1,1.93237217789426,0.988290197984873,3.69095279269329,23,0.101045404851948
14,3,194,7,7,4,0.1,0.940368389269574,0.22883749613352,2.89686004806774,15,0.0548483785724935
7,1,62,10,6,2,0.1,0.830170483941224,0.714611382746509,2.22395875358595,11,0.0522509747926111
6,2,35,9,5,6,0.1,0.674447294360165,0.580367277420105,2.09945752646897,11,0.0251719989333564
15,3,178,7,3,3,0.1,1.29603174367146,0.851588797604848,3.03646943841962,14,0.0733949922462477
13,3,56,1,2,3,0.123326544223519,5.20852316922455,1.41522439738945,6.6425944609063,49,0.210652569077956
15,3,116,7,6,3,0.1,0.900435455321775,0.579294574747325,2.5196317335947,16,0.0648663243586632
6,4,75,1,10,5,0.242955813459996,5.25298974790542,0.374852672592891,6.84375483081474,23,0.0843788390154633
6,3,169,9,6,3,0.1,0.976437173021177,0.375637231612275,3.60780080007816,13,0.046124123837371
5,1,46,9,2,3,0.1,0.741246182284907,1.44446038142534,2.55063941311705,7,0.0250429825634861
8,3,96,2,8,2,0.1,2.61948296147229,0.332881481188122,4.54921648864164,21,0.0807154823588644
9,2,147,3,9,6,0.1,1.87352403380612,0.297722154414775,4.00561548512281,20,0.0718436315218444
6,5,140,3,4,5,0.102977575292263,2.11822283215019,0.966369486359956,4.45075915909652,12,0.0514771928655217
13,2,75,9,2,7,0.1,0.776303752727152,1.42668188368232,2.24291801290417,10,0.0394150860978201
13,2,49,7,8,3,0.1,0.892636324466039,0.459285193362031,1.91173937005856,15,0.0668625309796869
14,1,91,6,8,1,0.1,0.954463151359741,0.36286304870025,2.31326284657507,18,0.07193793302084
11,3,97,1,2,4,0.107616829942923,5.20314879288193,1.53169137212083,6.69730023463865,40,0.164937090523624
5,1,153,5,7,2,0.1,1.27037654724649,0.477135361556174,3.83289655292494,9,0.0348086752738523
11,4,39,7,4,7,0.1,0.801592893432436,0.547820933267604,1.64633454458687,11,0.0316591218417363
11,3,160,4,10,6,0.1,1.66451667061833,0.324335216529305,3.50536250036927,15,0.0417563587677696
8,1,103,3,6,1,0.1,1.82728738825873,0.51367900051487,3.91307819539387,17,0.0702442805335129
6,5,63,10,3,5,0.1,0.696677161353831,1.0934202185782,2.4358268445977,11,0.0694310260051595
8,3,31,4,5,9,0.1,1.44407843975456,0.624377223525652,2.62084571850899,10,0.0222558067311957
6,1,141,9,6,6,0.1,0.78159423313134,0.465160301786093,3.37923970323129,11,0.0375029745488651
7,4,81,1,2,2,0.213610714019788,5.19300816628071,1.61469727892169,7.04127859819416,29,0.126125739057839
6,2,72,5,3,4,0.1,1.22486808735688,1.00118543271191,3.26533389199768,14,0.0541578777069702
12,4,74,6,8,4,0.1,0.915466938049632,0.469363865387439,2.4913358054711,15,0.0432207647609626
12,3,156,9,10,7,0.1,1.00150996416084,0.372530386383202,2.9048122953767,12,0.0591056223545291
8,1,170,6,6,9,0.1,1.31408712350945,0.21818944587362,3.67974069276558,10,0.0510869343552297
7,2,112,9,6,7,0.1,0.936950702131861,0.578463621006803,2.71126935527514,10,0.0426830348344938
14,2,39,2,4,9,0.1,2.61594715794129,0.761456571763453,3.40964887399458,23,0.0966694834026277
6,2,88,7,1,6,0.1,1.13471070828529,3.01808891948017,2.78468432160696,6,0.0312689756723075
14,2,158,3,10,8,0.1,2.07837058682566,0.169606995140638,3.88729526615689,22,0.0932213628531595
10,5,146,2,7,3,0.127095473369577,2.68748020073539,0.327773869836259,4.56851382588448,23,0.0942403000859262
10,5,82,5,9,6,0.1,1.05423689392807,0.329174455209555,2.70855117105594,10,0.031171426610007
4,3,24,7,1,3,0.1,0.599881299441239,2.88210798766472,2.54335604769528,12,0.0501655262710246
7,1,90,5,10,3,0.1,1.21884718819732,0.152278097176185,3.04684951337183,14,0.0425513141564715
10,1,21,1,5,10,0.132414618149032,4.92918233685252,0.661028455224854,6.01530890571637,34,0.150281104199284
15,2,56,6,9,4,0.1,0.876480847108436,0.305013967601513,2.20952896943289,13,0.0400649036830904
11,1,25,3,4,4,0.1,1.53290038292657,0.708425454344526,2.77816160304412,16,0.0684137575707783
11,1,57,8,5,5,0.1,0.529143547283707,0.80329337997043,1.82532673668268,9,0.0346985271732129
11,1,50,6,8,5,0.1,0.978069339197747,0.274272674140491,1.91985307705876,12,0.0509117621684741
15,5,67,5,7,6,0.1,1.04721882951019,0.488613841239551,1.96148985007662,19,0.0945302116894038
12,3,146,4,8,8,0.1,1.48431732923017,0.329194132062086,3.33660303265805,15,0.0396193597574648
11,2,95,5,4,4,0.1,1.05503585140717,0.780534642525506,2.74539441867394,13,0.0447125813530914
6,5,47,6,6,4,0.1,1.15314375698952,0.520389811861835,2.76517311327134,11,0.0477542348607127
10,1,80,5,2,4,0.1,1.30143942190901,1.46896838815942,2.45937314540091,13,0.0579481923153589
3,1,145,8,7,9,0.1,0.951678292815022,0.562410475722547,4.51078125251882,6,0.0249291695763195
7,4,30,2,8,10,0.180591232204195,2.70310340354322,0.278690742071749,3.62282828063985,13,0.053220490701972
14,3,161,2,9,2,0.1,2.78848471329009,0.348406033183868,5.33091664795797,29,0.112181725554801
4,2,72,6,4,10,0.105647435724216,1.11235684938408,0.601263831999011,3.58647055902765,3,0.0223187426862802
3,1,88,5,3,1,0.1,1.12058955455996,1.3109819855374,4.25272209733693,14,0.0443397681779548
3,1,47,5,8,8,0.1,1.08834989397983,0.483321618607212,4.28402507663177,6,0.0170531483875607
12,2,107,2,9,6,0.1,2.62308259901873,0.336936854196346,4.16901549606377,23,0.0761042312792067
9,4,190,5,6,3,0.1,1.23615240866468,0.564490518055929,4.02275649256482,11,0.041142869438775
10,1,162,7,7,8,0.1,1.04844735947694,0.566653015129698,3.11373291994034,11,0.0562008563484781
11,2,132,4,4,7,0.1,1.5120759629131,0.84769253905982,3.24135808038523,11,0.0429068857315833
13,5,169,1,3,10,0.1,5.33427725681347,1.21195997847808,7.11401959747778,45,0.179642040693991
5,5,52,7,8,6,0.1,0.735324469387302,0.313160588011274,2.91815270353057,8,0.0374189890202871
14,1,183,4,10,7,0.1,1.62017985454412,0.305072266604929,3.50275811066925,16,0.0570790312639206
5,1,69,2,9,1,0.101467146050651,2.69353508875778,0.479153031713526,4.70225268167775,14,0.0620862350692913
11,2,105,6,4,9,0.1,1.11542530488693,0.680358352908667,3.07510930523093,11,0.0468557228320677
12,5,91,5,9,8,0.1,1.3568109807693,0.232551282453915,2.38577761114534,14,0.064424108582146
10,5,65,4,5,4,0.1,1.41748763910844,0.479432396022827,2.69213606586898,20,0.0738316651688376
3,5,111,1,9,5,0.542719421743082,5.16366594147514,0.170874393626259,8.66652322487303,16,0.0741115396498683
5,3,178,6,2,1,0.102873266045541,1.29649471808848,1.60899954970914,4.41221476562985,14,0.0640036632968723
3,2,145,9,7,2,0.1,0.992585037357422,0.377576103879754,4.47271883649811,9,0.0441878308150046
14,3,56,5,2,10,0.1,1.11539046279195,1.48065565145457,1.89528490669059,13,0.037176076629553
13,3,61,3,3,4,0.1,1.71327317586965,1.03688731525181,2.60778269716551,21,0.100925578639591
13,2,62,2,9,3,0.106606137961904,2.51419167663313,0.11369809182311,3.97342857347649,31,0.107113552841812
7,5,49,1,6,10,0.156560434150593,5.10196042999138,0.554762232443241,6.27765437981681,24,0.118153289656768
3,2,137,3,1,6,0.143927164238886,1.87980213007545,3.12000618915112,5.28148124730441,12,0.0566814075098686
14,1,62,1,10,9,0.118504529406805,5.03953634957315,0.163971767828332,6.21742409110565,46,0.17807951498262
5,1,103,6,6,10,0.1,1.10940340990644,0.558466816524453,3.51873123062014,7,0.0387613876541173
13,1,194,1,6,6,0.19876496162025,5.35005707146288,0.359550272143222,7.61810597528613,41,0.162652663574894
15,5,47,8,9,10,0.1,0.718569767234773,0.589444244931626,1.72435034981091,11,0.0480140795990102
6,1,153,4,4,7,0.102564849670146,1.46917053122869,0.82387282892455,4.01844934946032,12,0.0627035144112126
10,2,132,6,5,8,0.122540687335995,1.09127528801538,0.486266267367967,2.97658523377082,10,0.0280880823046346
13,2,160,5,4,4,0.1,1.33942130349625,0.879299772298061,2.9283620354675,12,0.0482980730667068
11,4,76,1,5,3,0.250738859361846,5.11445907947748,0.497391915944071,6.50721917598332,44,0.185875174957503
11,3,144,3,3,8,0.188218471536678,1.85001230308024,0.976155036515807,3.27637624383388,17,0.0563698486748399
11,4,41,1,10,4,0.14156033154292,5.20184862447894,0.444599865724543,6.08117143363826,40,0.161341546974595
7,1,159,4,6,8,0.1,1.58533480582447,0.440787062088005,3.64994245945689,10,0.0355074605359936
11,4,57,1,4,6,0.155730588108525,5.11975617366787,0.701734384754876,6.35812400575201,39,0.157732570658942
13,4,122,4,9,10,0.1,1.51003420283465,0.293934920343918,2.91021588872348,14,0.050447355966567
8,4,58,3,2,4,0.1,1.78177481034405,1.63953256692693,3.46045938899762,16,0.0773530979137426
5,3,102,10,9,3,0.1,0.618679321678872,0.340297729603603,3.22993106442737,6,0.0110779390947824
15,5,120,7,3,10,0.1,0.981452287258173,0.906757392420156,2.61565041690694,14,0.0632259782500953
